Donor,Name,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Cluster 13,Cluster 14,Cluster 15,Cluster 16,Cluster 17,Cluster 18,Cluster 19,Cluster 20,Cluster 21,Cluster 22,Cluster 23,Cluster 24,Cluster 25,Cluster 26,Cluster 27,Cluster 28,Cluster 29,Cluster 30,Cluster 31,Cluster 32,Cluster 33,Cluster 34,Cluster 35,Cluster 36,Cluster 37,Cluster 38,Cluster 39,Cluster 40,Cluster 41,Cluster 42,Cluster 43,Cluster 44,Cluster 45,Cluster 46,Cluster 47,Cluster 48,Cluster 49,Cluster 50,Cluster 51,Cluster 52,Cluster 53,Cluster 54,Cluster 55,Cluster 56,Cluster 57,Cluster 58,Cluster 59,Cluster 60,Cluster 61,Cluster 62,Cluster 63,Cluster 64,Cluster 65,Cluster 66,Cluster 67,Cluster 68,Cluster 69,Cluster 70,Cluster 71,Cluster 72,Cluster 73,Cluster 74,Cluster 75,Cluster 76,Cluster 77,Cluster 78,Cluster 79,Cluster 80,Cluster 81,Cluster 82,Cluster 83,Cluster 84,Cluster 85,Cluster 86,Cluster 87,Cluster 88,Cluster 89,Cluster 90,Cluster 91,Cluster 92,Cluster 93,Cluster 94,Cluster 95,Cluster 96,Cluster 97,Cluster 98,Cluster 99,Cluster 100,Metacluster 1,Metacluster 2,Metacluster 3,Metacluster 4,Metacluster 5,Metacluster 6,Metacluster 7,Metacluster 8,Metacluster 9,Metacluster 10,Metacluster 11,Metacluster 12,Metacluster 13,Metacluster 14,Metacluster 15,Metacluster 16
PT081,FlowSOM_c16_COVID-19 STUDY CyTOF FIXED 151221 HKM_PT081.fcs,1.119173977,3.099991576,2.918276231,4.114468633,0.027678496,1.281634716,0.398329663,2.820799788,1.66793025,1.26238011,1.911019652,1.797898841,2.314162966,0.694369231,0.505433409,0.117934462,2.285281057,0.620961046,0.535518731,0.518670951,0.497009519,0.45127983,0.574027943,0.277988375,1.223870898,0.205783602,0.450076417,0.40555014,0.393516011,0.669097561,1.441688629,0.903763072,0.962730303,0.805083216,1.969986883,1.123987629,0.504229996,0.323718064,0.364634102,0.352599974,1.051782856,1.332178057,2.007292682,1.216650421,1.258769871,1.47538419,3.270876205,0.428414985,0.357413625,0.135985655,2.398401868,2.743781364,1.470570538,1.025307773,0.665487322,0.127561765,0.23827575,0.306870284,0.286412265,0.653453193,0.146816371,0.119137875,0.093866205,0.217817731,0.193749474,0.161257326,0.21300408,0.270767898,0.736488682,1.482604667,0.033695561,0.190139235,0.30927711,0.137189068,0.879694814,0.383888708,1.327364405,0.665487322,2.012106334,2.74618819,3.654764913,0.359820451,0.37185458,0.673911212,0.173291455,0.645029303,0.399533076,2.324993682,1.069834049,1.601742542,1.168513905,0.886915292,0.231055273,0.707606773,0.805083216,0.788235436,0.823134409,0.32612489,0.403143314,0.355006799,18.99948253,7.524940732,4.137333478,1.26238011,10.81868178,2.111989603,12.36747416,1.797898841,1.258769871,5.539309482,16.88388269,0.359820451,6.185542198,6.293849357,0.681131689,0.231055273
PT139,FlowSOM_c16_COVID-19 STUDY CyTOF FIXED 171121 HKM_PT139.fcs,0.021021652,0.126129914,0.021021652,0.031532478,0,0.052554131,0,0.021021652,0.714736178,0.641160395,0.241749001,0.052554131,0.052554131,0.052554131,0,0.021021652,0.010510826,0.13664074,0.147151566,0.178684045,0.147151566,0.262770654,0.220727349,0.094597435,0.084086609,0.021021652,0.168173218,0.042043305,0.199705697,0.536052134,0.336346437,0.168173218,0.378389741,0.147151566,0.252259828,0.199705697,0.210216523,0.021021652,0.777801135,0.283792306,0.252259828,0.27328148,0.472987177,0.178684045,0.052554131,0.063064957,0.073575783,0.084086609,0.336346437,0.084086609,0.210216523,0.189194871,0.189194871,0.094597435,0.115619088,0.157662392,0.399411394,0.336346437,0,0.094597435,0.084086609,0.052554131,0.13664074,0.756779483,0.914441875,1.545091444,1.986546143,2.722303973,0.998528484,0.094597435,0.220727349,0.641160395,0.620138743,0.567584612,3.773386588,3.563170065,4.183308808,4.898044986,3.153247845,0.294303132,1.629178053,0.483498003,1.019550137,2.301870927,1.177212529,5.055707379,4.393525331,9.669960059,2.816901408,0.010510826,0.199705697,0.840866092,0.924952701,0.924952701,2.259827622,2.911498844,4.099222199,1.608156401,0.168173218,0,0.746268657,0.241749001,2.060121926,0.641160395,2.312381753,0.525541308,1.713264663,1.292831617,0.052554131,0.40992222,67.18520076,0.27328148,0.399411394,4.01513559,1.63968888,0.924952701
HH_HA022,FlowSOM_c16_COVID-19 STUDY CyTOF FIXED 201221 HKM_HH_HA022.fcs,0.871814351,2.731202634,6.059290611,8.397995912,0.039792356,3.8200662,1.222710583,4.77508275,0.922459168,0.841065712,0.973103985,1.799699749,4.907121023,0.349087489,0.696366234,0.511874401,4.861902436,0.745202308,0.381644871,1.181109483,0.260459059,0.491978223,1.105142258,0.166404399,0.6366777,0.197153038,2.175918389,1.148552101,0.464847071,0.566136705,0.737967334,0.672852569,0.674661313,0.218857959,0.273120263,0.403349793,4.767847776,1.195579431,2.063776295,0.573371679,0.302060159,0.716262413,0.891710529,0.200770525,0.157360682,0.139273247,0.14108199,1.284207861,1.030983776,0.662000109,0.614972778,0.428672201,0.426863458,0.311103876,0.171830629,0.115759582,0.160978168,0.18810932,0.356322463,2.700453995,0.068732252,0.023513665,0.09405466,0.233327907,0.231519164,0.180874347,0.14108199,0.227901677,0.378027384,1.177491996,0.016278691,0.124803299,0.345470002,0.159169425,1.125038436,0.217049216,2.089098703,0.446759636,0.839256968,1.852153309,0.710836182,0.370792411,0.334617541,0.685513774,0.081393456,0.508256914,0.175448116,1.919076817,0.325573824,1.222710583,0.667426339,0.665617595,0.08862843,0.41239351,0.669235082,0.676470056,0.723497386,0.399732306,0.331000054,0.419628484,27.0859334,15.93683868,4.089568976,0.841065712,5.259825999,10.57210556,4.210754789,6.813536636,0.157360682,0.567945448,13.52578364,0.186300577,4.671984372,2.555754517,0.680087543,0.08862843
PT148,FlowSOM_c16_COVID-19 STUDY CyTOF FIXED 221121 HKM_PT148.fcs,2.173195682,15.28779522,2.352331118,0.56097676,0.00471409,0.042426814,0,0.014142271,0.212134069,0.268703154,5.392919436,4.237967284,0.67411493,1.074812615,0.207419978,0,0.032998633,0.127280441,0.061283175,0.075425447,0.815537642,1.607504832,0.829679913,0.730684015,5.515485787,0.042426814,0.155564984,0.11785226,0.377127233,0.240418611,1.324659407,1.013529439,0.414839957,0.735398105,1.58864847,1.739499364,0.037712723,0.136708622,1.541507566,0.259274973,0.306415877,0.348842691,0.45255268,0.433696318,0.183849526,0.579833121,0.740112195,0.051854995,0.461980861,0.3441286,0.296987696,0.886248998,0.79196719,0.754254467,0.57040494,0.202705888,0.372413143,0.235704521,0.391269505,1.569792109,0.047140904,0.042426814,0.080139537,0.362984962,0.329986329,0.306415877,0.296987696,0.499693584,0.301701787,0.56097676,0.032998633,0.174421345,0.263989063,0.150850893,1.414227125,0.664686749,3.215009664,1.065384434,1.352943949,1.565078018,1.041813982,0.890963089,0.584547212,0.707113562,0.197991797,1.004101259,0.810823552,4.105972753,0.740112195,0.523264036,0.754254467,1.885636167,0.843822185,0.485551313,0.843822185,1.13609579,2.314618394,0.584547212,0.193277707,0.212134069,32.78178475,0.216848159,1.225663508,0.268703154,14.09041625,0.499693584,5.722905765,4.30867864,0.183849526,2.093056145,23.69301843,0.169707255,2.861452883,4.780087682,0.848536275,0.843822185
CO225,FlowSOM_c16_COVID-19 STUDY CyTOF FIXED 221221 HKM_CO225.fcs,0.894096807,4.389093695,4.495619285,3.603916312,0.037104419,1.962943458,0.410542443,1.609853019,0.675061043,2.250203476,5.101259156,1.84803945,2.444103988,2.348350649,0.202278929,0.217838847,1.573945516,0.457222196,0.379422607,0.985062479,0.84502322,2.226265141,1.545219515,0.223823431,0.811509551,0.135251592,0.482357447,0.932398142,0.732513046,0.761239048,2.672715086,0.950351894,0.266912434,0.263321683,1.181356825,1.37406042,0.823478719,0.575716953,1.053286733,0.599655288,0.830660219,0.840235553,0.749269881,0.58050462,0.715756212,1.187341409,0.57332312,1.10595107,0.636759707,0.651122708,0.739694547,0.943170393,0.749269881,1.211279743,0.46679753,0.078996505,0.259730933,0.287260018,0.202278929,1.699621774,0.156796093,0.035907502,0.092162589,0.292047685,0.246564849,0.248958682,0.359075023,0.400967109,0.710968545,1.857614784,0.034710586,0.123282424,0.272897017,0.210657347,1.174175324,0.347105855,2.063484464,0.843826303,1.57633935,3.461483219,1.345334419,0.811509551,0.337530521,0.874946139,0.10652559,0.629578207,0.405754776,2.020395461,0.715756212,1.900703787,1.364485086,1.559582515,0.485948197,0.501508115,0.664288792,0.562550869,0.693014794,0.351893522,0.427299277,0.270503184,26.20888591,6.232345478,4.132953512,2.250203476,9.357495093,3.919902332,8.937377316,4.243069852,0.715756212,2.306458563,16.97467324,0.284866185,7.490304974,5.238904582,0.610427539,0.485948197
PT057,FlowSOM_c16_COVID-19 STUDY CyTOF FIXED 241121 HKM_PT057.fcs,1.125842033,5.647996565,1.223799683,1.773972787,0.049649768,1.492176807,0.170419473,1.775314672,1.724323019,1.519014519,3.321166904,2.253025952,1.395561042,1.077534151,0.226778669,0.288505408,0.603848528,0.410616999,0.346206489,1.806178041,1.184885,1.170124259,0.712541263,0.385121172,1.182201229,0.143581761,0.563591959,0.203966614,0.126137248,0.397198143,3.568073857,1.21574837,0.41330077,0.727302005,2.851506938,0.650814525,1.041303239,0.122111591,0.351574032,0.095273879,1.557929202,0.900405249,0.84807171,1.038619468,1.043987011,0.108692735,0.096615764,0.234829983,0.178470787,0.046965997,2.073213279,1.696143421,0.731327662,0.558224417,0.139556104,0.123453477,0.258983924,0.308633692,0.232146212,0.220069241,0.061726738,0.038914683,0.068436167,0.383779287,0.326078205,0.267035238,0.483078822,1.057405867,1.979281286,1.093636778,0.495155793,0.708515606,0.284479751,0.406591342,1.383484072,0.772926116,1.128525804,1.364697673,2.7709938,2.721344033,3.007165669,0.876251308,0.267035238,1.256004938,0.328761976,0.767558573,0.64007944,2.913233676,2.156410188,1.072166609,0.339497061,0.687045436,0.744746518,1.009097984,0.885644508,0.683019779,0.798421943,0.43477094,0.692412979,0.171761359,19.28021255,4.740881887,4.495316819,1.519014519,10.1231851,2.165803387,12.30106546,1.029226269,1.043987011,0.468318081,25.45691205,0.169077588,5.058908779,6.113630874,0.551514989,0.744746518
PT066,FlowSOM_c16_COVID-19 STUDY CyTOF FIXED 281021 HKM_PT066.fcs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007461016,0,0,0,0.007461016,0.007461016,0,0,0,0,0.014922032,0,0,0,0,0.014922032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029844065,0,0,0,0.022383049,0
PT093,FlowSOM_c16_COVID-19 STUDY CyTOF FIXED 301121 HKM_PT093.fcs,0.671314012,3.571190896,8.533257911,11.151133,0.043256913,2.275979104,0.411772535,5.776461585,0.861810801,0.19964729,1.079759092,2.028915582,9.133863508,2.364156657,1.410840848,0.367683759,2.449006755,0.921704988,0.396798988,1.042325225,0.22876252,0.805244069,1.375070708,0.864306392,1.403354074,0.192160516,1.177087146,0.38598476,0.152231058,0.479985359,0.543207001,0.598110006,1.135493961,0.474994177,1.167104782,1.014873723,1.811799155,0.362692576,0.479985359,0.198815426,0.552357502,0.420091172,0.739526836,0.796093568,1.395035437,0.391807806,0.11895651,0.245399794,0.349382757,0.137257512,0.989085948,0.820217616,0.493295179,0.430073537,0.172195787,0.08069078,0.160549696,0.168036469,0.22210761,0.352710212,0.068212824,0.045752504,0.108142282,0.3186038,0.148903604,0.148903604,0.189664925,0.308621435,0.5340565,0.55651682,0.079027052,0.230426247,0.338568529,0.158885968,0.982431038,0.411772535,0.587295777,0.494958906,0.880943666,0.844341663,0.976607993,0.707084151,0.173859515,0.654676738,0.220443882,0.649685556,0.285329252,1.009882541,0.546534456,0.534888364,0.779456294,0.635543872,0.221275746,0.454197584,0.619738462,0.558180548,0.512428044,0.243736066,0.272851296,0.133930057,40.21645094,12.20260872,3.131966859,0.19964729,9.968222806,3.982963431,4.84643796,1.54144345,1.395035437,0.763650883,11.52131235,0.22210761,2.069676904,3.408145609,0.512428044,0.221275746
PT097,FlowSOM_c16_Covid 19 Cytof Study 07 12 21_HKM_100222_00_1_PT097.fcs,0.622417289,1.869818536,2.920869588,1.800518467,0.003850004,2.716819383,0.550550551,1.808218475,0.455583789,0.337517004,0.859834193,3.590770257,4.068170735,0.704550705,0.428633762,0.822617489,1.658068325,1.364184698,0.052616719,0.464567131,0.299016966,0.544133877,1.647801648,0.35035035,1.144734478,0.130900131,1.066451066,0.206616873,0.059033392,0.129616796,0.354200354,0.576217243,0.567233901,0.254100254,0.328533662,0.607017274,1.808218475,0.494083827,0.328533662,0.05005005,0.2002002,0.66990067,1.05618439,0.238700239,0.146300146,0.025666692,0.057750058,0.478683812,0.25025025,0.017966685,0.468417135,0.506917174,0.492800493,0.277200277,0.097533431,0.039783373,0.080850081,0.147583481,0.08341675,0.101383435,0.137316804,0.077000077,0.296450296,0.476117143,0.171966839,0.08341675,0.156566823,0.2002002,0.098816765,0.496650497,0.114216781,0.722517389,0.460717127,0.170683504,0.639100639,0.051333385,0.740484074,0.173250173,0.409383743,0.848284182,1.555401555,2.140602141,0.879084212,0.690434024,0.134750135,0.440183774,0.139883473,0.813634147,0.112933446,0.324683658,1.509201509,1.949385283,0.210466877,0.531300531,0.744334078,0.373450373,0.229716896,0.315700316,0.136033469,0.028233362,17.1684505,8.92045892,1.211467878,0.337517004,6.869690203,4.054054054,3.545853546,0.781550782,0.146300146,0.220733554,8.262108262,0.510767177,1.697851698,7.991324658,1.33980134,0.210466877
PT125,FlowSOM_c16_Covid 19 Cytof Study 09 12 21_HKM_100222_00_1_PT125.fcs,1.371175077,2.307556586,0.790190049,1.294298533,0.006301356,0.160054444,0.012602712,0.533094722,0.413368957,0.321369159,1.028381308,3.899279125,1.778242678,0.108383324,0.504108484,0.098301154,0.09326007,0.413368957,0.185259868,0.952765035,0.438574381,0.355396481,0.660382114,0.238191259,1.211120633,0.200383122,0.606190452,0.144931189,0.011342441,0.194081766,0.815395473,0.95780612,1.139285174,0.696929979,0.589806926,0.410848415,0.710792963,0.241972072,0.559560417,0.123506579,0.389423804,1.299339618,1.969803902,1.076271614,0.762464082,0.085698442,0.052931391,0.306245904,0.815395473,0.126027121,1.26027121,1.101477038,1.729092101,0.670464284,0.359177295,0.026465695,0.054191662,0.078136815,0.15627363,0.170136613,0.105862782,0.14619146,0.289862378,0.473861975,0.120986036,0.036547865,0.081917629,0.089479256,0.157533901,0.13484902,0.244492615,1.22876443,0.214246106,0.088218985,0.451177093,0.050410848,0.258355598,0.086958714,0.38564299,0.20794475,1.627010133,2.646569542,0.257095327,0.48898523,0.100821697,0.396985431,0.074356001,0.250793971,0.18778041,0.078136815,1.415284569,0.741039472,0.46882089,0.399505974,0.409588143,0.201643394,0.064273832,0.100821697,0.143670918,0.044109492,13.5264909,1.310682059,1.880324646,0.321369159,8.54841962,2.010132581,8.223269648,1.827393255,0.762464082,0.524272824,5.232646065,0.54191662,0.465040077,7.90316076,0.471341433,0.46882089
CO232,FlowSOM_c16_Covid 19_Study_03 jan 2022_HKM_My Ha_U ant_240122_00_1_0_CO232.fcs,0,0.002655831,0.017262901,0.002655831,0,0.002655831,0,0,0,0,0,0.005311662,0.003983746,0,0,0,0.002655831,0.001327915,0,0,0,0.003983746,0.001327915,0.003983746,0.003983746,0.001327915,0.001327915,0.001327915,0,0,0.001327915,0,0.005311662,0.002655831,0.001327915,0.009295408,0.002655831,0.001327915,0,0,0,0,0.001327915,0.002655831,0,0,0.001327915,0,0,0,0,0,0,0.003983746,0.001327915,0,0.001327915,0,0,0,0.001327915,0,0.001327915,0.002655831,0.001327915,0,0,0,0,0.002655831,0,0,0.006639577,0,0.001327915,0.001327915,0.010623324,0,0,0.011951239,0.001327915,0,0.01460707,0,0,0,0,0.005311662,0,0.001327915,0.001327915,0.006639577,0.001327915,0,0.001327915,0,0,0,0,0,0.031869971,0.006639577,0,0,0.037181632,0.006639577,0.005311662,0,0,0.002655831,0.025230393,0.002655831,0.015934985,0.009295408,0.021246647,0.001327915
PT141,FlowSOM_c16_Cytof_Covid samples_10 nov 2021_HKM_260122_03_1_0-002_PT141.fcs,1.12315302,4.697394537,1.31533348,2.173844554,0.015752497,0.436344161,0.04883274,0.406414417,0.77817334,0.943574557,2.618064963,3.719164488,2.224252544,0.551337387,0.228411203,0.114993226,0.166976466,0.647427617,0.206357708,0.118143726,1.274376989,1.296430484,1.157808513,0.29299644,0.751394096,0.074036735,0.223685454,0.085063483,0.168551715,0.400113418,3.087489367,1.476008947,0.598594877,0.475725402,1.110551022,0.92624681,0.201631959,0.132320973,0.860086324,0.513531395,0.940424057,1.762704389,1.005009294,0.970353801,0.430043162,0.92624681,0.948300306,0.114993226,1.138905517,0.661604864,1.504363442,2.425884503,2.354998267,0.655303866,1.301156233,0.374909423,0.904193315,0.348130179,0.185879462,0.579691881,0.285120192,0.171702215,0.24258845,0.904193315,0.718313853,0.382785672,0.43791941,1.258624492,0.598594877,0.248889449,0.908919064,0.801802086,0.256765697,0.723039602,2.652720456,0.784474339,0.9735043,0.869537822,0.867962572,0.467849154,4.347689109,3.257616332,0.223685454,1.409848461,0.529283891,1.009735043,0.433193661,1.160959012,0.379635172,0.154374468,1.239721496,2.09823257,0.552912637,0.53873539,0.748243597,0.592293879,0.459972906,0.359156926,0.229986453,0.037805992,19.94108566,1.820988627,2.184871302,0.943574557,8.659147475,0.757695095,14.20717684,3.426168048,0.430043162,3.550612772,20.27503859,0.699410857,0.908919064,12.65398066,0.480451152,0.552912637
PT078,FlowSOM_c16_Cytof_Covid samples_15 nov 2021_HKM_260122_00_1_0_PT078.fcs,0.160348185,0.38941702,0.034360325,0.034360325,0.022906884,0.309242927,0.022906884,0.091627534,0.274882602,0.84755469,0.377963578,0.332149811,0.114534418,0.160348185,0.034360325,0.137441301,0,0.125987859,0.057267209,0.068720651,0.309242927,0.526858321,0.503951437,0.125987859,0.091627534,0.034360325,0.022906884,0,0.125987859,0.26342916,0.332149811,0.286336044,0.080174092,0.137441301,0.19470851,0.148894743,0.068720651,0.080174092,0.26342916,0.217615393,0.183255068,0.400870462,0.286336044,0.19470851,0.045813767,0,0.034360325,0.355056695,0.297789486,0.080174092,0.240522277,0.274882602,0.240522277,0.171801626,0.125987859,0.160348185,0.58412553,0.45813767,0.011453442,0.206161952,0.309242927,0.068720651,0.549765204,2.095979842,1.672202497,2.187607376,2.027259191,2.954987974,0.790287481,0.103080976,0.171801626,0.320696369,0.549765204,1.523307754,8.842057038,2.519757187,2.577024396,3.367311877,1.317145802,0.103080976,5.806894972,0.19470851,0.206161952,4.191959684,2.370862444,3.584927271,1.855457565,2.771732906,1.282785477,0.011453442,0.068720651,0.045813767,0.251975719,1.065170084,3.275684343,2.897720765,1.786736914,2.233421143,0.148894743,0,1.969991983,0.687206506,1.007902875,0.84755469,2.325048677,0.526858321,2.130340167,0.859008132,0.045813767,0.320696369,60.38254495,0.927728782,0.217615393,6.608635895,0.755927156,0.251975719
PT164,FlowSOM_c17_COVID-19 STUDY CyTOF FIXED 011121 HKM_PT164.fcs,0.310271624,3.44020467,2.414130967,0.639595014,0.027216809,0.528006097,0.103423875,0.367426923,0.609656524,1.238364814,2.30254205,1.281911709,1.07506396,0.702193675,0.073485385,0.057155299,0.492624245,0.427303903,0.187795983,0.424582222,0.351096837,1.249251538,0.62870829,0.223177835,0.653203418,0.108867236,0.195961026,0.391922051,0.860051168,0.764792336,1.202982962,0.691306951,0.198682706,0.144249088,1.110445811,0.86821621,0.909041424,1.16760111,4.779271678,0.481737521,0.647760057,0.557944587,0.470850797,0.555222906,0.702193675,0.631429971,0.528006097,2.610091993,1.045125469,0.541614501,0.851886125,2.141962876,0.805617549,0.582439715,0.405530456,0.206847749,0.310271624,0.514397692,0.394643732,3.742311251,0.152414131,0.092537151,0.100702194,0.435468946,0.576996353,0.353818518,0.44907735,0.427303903,0.410973817,1.132219259,0.035381852,0.155135812,0.171465897,0.283054815,1.894289913,0.892711339,2.914920255,1.246529857,1.042403789,1.10772413,1.616678461,0.919928148,0.432747265,1.241086495,0.631429971,2.39235752,1.241086495,3.921942191,0.674976866,1.026073703,0.909041424,2.746176038,0.421860541,0.743018888,1.967775298,2.196396494,2.12291111,0.620543248,0.381035327,0.443633988,12.6177127,1.975940341,3.328615753,1.238364814,6.210875837,5.274617604,7.481900822,10.50296663,0.702193675,1.771814272,29.88677807,0.345653476,3.709651081,6.382341734,0.604213162,0.421860541
PT161,FlowSOM_c17_COVID-19 STUDY CyTOF FIXED 021221 HKM_PT161.fcs,1.956632116,4.141125187,1.897190128,3.239588364,0.018575621,2.57210437,0.71578061,4.096543696,0.48172778,0.429716041,1.261903877,3.944223601,2.518854256,0.422285792,0.801228468,0.673675868,2.482941388,0.496588278,0.128790975,0.781414472,0.543646518,0.355413555,0.447053287,0.15355847,1.130636153,0.123837476,0.375227551,0.17708759,0.167180592,0.266250573,0.643954874,0.371512427,0.195663212,0.326930936,0.534977895,0.25262845,1.187601392,0.25262845,0.407425295,0.315785563,0.319500687,0.572129138,0.572129138,0.271204072,0.397518297,0.106500229,0.079255984,0.568414013,0.386372924,0.413617169,1.012990551,0.704635237,0.548600017,0.355413555,0.089162983,0.073064111,0.081732734,0.185756214,0.193186462,0.819804089,0.058203614,0.068110612,0.191948087,0.253866825,0.118883977,0.054488489,0.191948087,0.276157571,0.418570668,0.601850132,0.055726864,0.299686691,0.291018068,0.199378336,0.346744932,0.087924608,0.504018526,0.22909933,1.087293037,1.354781984,1.564067318,0.500303402,0.326930936,0.558507015,0.087924608,0.277395946,0.152320095,0.986984681,0.549838392,0.511448775,0.303401815,0.437146289,0.25262845,0.530024396,0.338076309,0.260058699,0.282349445,0.222907456,0.199378336,0.081732734,20.74525393,11.03763421,2.141149955,0.429716041,4.364032644,2.560958997,4.528736486,2.220405939,0.397518297,0.347983307,8.48162871,0.318262313,2.549813625,3.16033238,0.617949004,0.25262845
PT129,FlowSOM_c17_COVID-19 STUDY CyTOF FIXED 04112021 HKM-002_PT129.fcs,0.511281172,1.568478691,1.212231165,2.188613274,0.021440823,2.660311387,0.559110701,2.991819501,1.537142103,1.050600343,1.939569864,1.047301755,1.538791397,0.580551524,0.235849057,0.323261644,1.768043277,1.184193165,0.267185645,2.74607468,0.689404935,0.608589524,0.758675287,0.296872938,0.930201874,0.120398469,0.766921757,0.57890223,0.598693759,0.897215992,2.129238686,0.976382108,0.620134582,0.681158464,1.626203985,0.90876105,1.032458108,0.395830585,1.642696926,0.384285526,1.337577517,1.139662225,1.014315873,0.925253991,0.740533052,1.408497163,1.321084576,1.880195276,0.79990764,0.29357435,1.309539517,1.571777279,0.976382108,0.460153054,0.801556934,0.148436469,0.291925056,0.268834939,0.234199763,0.930201874,0.148436469,0.034635176,0.082464705,0.303470115,0.217706821,0.169877293,0.273782821,0.545916348,0.630030347,0.849386463,0.146787175,0.582200818,0.196265998,0.237498351,0.930201874,0.35789682,0.854334345,0.940097638,1.799379865,1.48766328,3.412389497,2.853278797,0.395830585,0.818049875,0.324910938,0.633328935,0.626731759,1.956062805,1.2864494,0.79990764,2.785657738,2.365087742,0.65147117,0.854334345,0.686106346,0.51457976,0.593745877,0.367792585,0.544267054,0.216057527,11.53351366,9.486739675,6.430597704,1.050600343,8.490566038,4.654307956,9.900712495,3.900580552,0.740533052,3.679575142,17.02731231,0.26553635,3.35301491,12.14540177,0.592096583,0.65147117
PT142,FlowSOM_c17_COVID-19 STUDY CyTOF FIXED 08112021 HKM-001_PT142.fcs,0.214268322,2.031896762,2.330168006,0.941076211,0.020696372,0.485756026,0.023131239,0.385926467,0.967859752,2.0513757,3.056975895,0.762113465,1.400048697,2.746530314,0.130265401,0.114438763,0.33357682,1.25760896,1.085950816,0.712198685,0.85707329,2.058680302,1.042123204,0.42366691,0.723155588,0.105916728,0.290966642,1.695885074,3.603603604,4.777209642,2.302167032,1.115169223,0.441928415,0.278792306,1.344046749,1.716581446,0.389578768,1.078646214,5.298271244,4.914779645,0.748721695,0.573411249,0.777940102,0.843681519,0.55028001,1.341611882,0.639152666,0.925249574,1.716581446,2.098855612,0.525931337,0.712198685,0.86072559,0.971512053,0.732895057,0.377404431,0.351838325,0.228877526,0.967859752,6.201607012,0.031653275,0.047479912,0.07669832,0.2568785,0.338446555,0.239834429,0.233747261,0.308010713,0.332359386,0.728025323,0.051132213,0.099829559,0.073046019,0.21670319,0.637935233,0.469929389,0.876552228,0.709763818,0.706111517,0.840029218,0.534453372,0.549062576,0.138787436,0.454102751,0.171658145,0.407840273,0.400535671,1.491356221,0.402970538,0.564889214,0.504017531,1.036036036,0.430971512,0.30679328,0.507669832,0.499147796,0.686632579,0.326272218,0.247139031,0.094959825,14.49111273,2.600438276,16.06160214,2.0513757,9.75651327,4.380326272,7.809836864,16.28317507,0.55028001,3.091064037,11.8091064,0.155831507,2.227903579,2.774531288,0.211833455,0.430971512
PT168,FlowSOM_c17_COVID-19 STUDY CyTOF FIXED 131221 HKM_PT168.fcs,1.195615372,4.05662773,3.174200102,4.022769595,0.016929067,3.007025563,0.916285763,2.566869815,1.189266971,1.231589639,2.666328085,2.365837142,2.372185543,0.687743355,0.228542407,0.209497207,3.119180633,0.505755883,0.272981209,0.567123751,0.795666159,1.318351109,1.043253767,0.264516675,1.034789233,0.074064669,0.880311495,0.539614017,0.643304554,0.550194684,3.01125783,1.409344845,0.283561876,0.389368546,1.559590317,0.787201625,1.419925512,0.52268495,0.988234298,0.186219739,0.899356695,1.379718977,1.106737769,0.607330286,0.440155747,0.175639072,0.061367869,0.383020146,0.302607076,0.088877603,0.903588962,0.937447097,1.214660572,0.814711359,0.160826138,0.082529203,0.101574403,0.173522939,0.256052142,0.617910953,0.095226003,0.038090401,0.080413069,0.321652277,0.179871339,0.126968004,0.215845607,0.283561876,0.444388014,1.248518707,0.038090401,0.179871339,0.228542407,0.139664804,0.785085492,0.241239208,2.012442864,0.603098019,1.125782969,1.961655663,2.238869138,1.360673777,0.397833079,0.586168952,0.137548671,1.015744033,0.431691214,3.195361436,0.499407483,1.565938717,2.285424073,4.488318944,0.461317081,0.573472152,0.863382428,0.948027764,1.087692568,0.332232944,0.452852548,0.493059082,21.58244456,10.32461486,3.409090909,1.231589639,8.468765871,3.74555612,10.57008634,2.253682072,0.440155747,0.480362282,16.87828001,0.213729474,5.269172169,10.59124767,0.626375487,0.461317081
